,FIPS,Combined_Key,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20
46,17043,DuPage - Illinois - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,3.0,8.0,5.0,3.0,5.0,8.0,5.0,15.0,7.0,2.0,4.0,2.0,6.0,3.0,21.0,11.0,14.0,4.0,4.0,11.0,13.0,8.0,8.0,11.0,1.0,3.0,7.0,13.0,8.0,8.0,6.0,5.0,2.0,15.0,11.0,6.0,5.0,2.0,1.0,0.0,0.0,7.0,3.0,12.0,6.0,5.0,1.0,6.0,3.0,9.0,2.0,6.0,4.0,2.0,5.0,7.0,7.0,4.0,1.0,1.0,0.0,1.0,3.0,8.0,1.0,4.0,0.0,1.0,6.0,3.0,5.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0
47,17089,Kane - Illinois - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,2.0,3.0,0.0,8.0,9.0,3.0,7.0,4.0,1.0,1.0,3.0,5.0,6.0,3.0,2.0,6.0,0.0,5.0,16.0,9.0,5.0,2.0,0.0,0.0,1.0,9.0,5.0,3.0,6.0,2.0,0.0,8.0,6.0,5.0,8.0,5.0,0.0,0.0,4.0,4.0,5.0,3.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
48,17097,Lake - Illinois - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,5.0,3.0,4.0,4.0,8.0,3.0,3.0,13.0,4.0,8.0,1.0,4.0,0.0,7.0,5.0,2.0,11.0,5.0,10.0,3.0,0.0,5.0,5.0,10.0,2.0,1.0,4.0,6.0,0.0,11.0,3.0,5.0,3.0,0.0,0.0,12.0,9.0,8.0,5.0,2.0,6.0,0.0,6.0,10.0,6.0,12.0,1.0,0.0,0.0,0.0,20.0,11.0,6.0,1.0,3.0,1.0,15.0,8.0,15.0,4.0,8.0,2.0,1.0,11.0,6.0,5.0,5.0,2.0,0.0,1.0,11.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
49,17197,Will - Illinois - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,6.0,11.0,7.0,9.0,6.0,5.0,3.0,3.0,14.0,4.0,7.0,2.0,4.0,7.0,1.0,3.0,5.0,9.0,6.0,6.0,2.0,3.0,9.0,3.0,3.0,7.0,6.0,0.0,7.0,9.0,11.0,5.0,5.0,3.0,0.0,0.0,8.0,4.0,17.0,6.0,3.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,6.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,7.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
50,18000_0,"Indiana Super-county, Cluster 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,7.0,11.0,5.0,6.0,0.0,15.0,9.0,6.0,13.0,6.0,3.0,3.0,4.0,19.0,8.0,16.0,6.0,7.0,2.0,21.0,12.0,14.0,11.0,11.0,10.0,10.0,13.0,15.0,5.0,11.0,24.0,4.0,9.0,18.0,14.0,10.0,9.0,10.0,9.0,8.0,13.0,14.0,8.0,18.0,17.0,4.0,4.0,15.0,15.0,9.0,7.0,10.0,0.0,2.0,7.0,7.0,10.0,3.0,6.0,2.0,2.0,18.0,0.0,10.0,5.0,8.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,2.0,1.0,6.0,5.0,4.0,10.0,10.0,3.0,3.0,6.0,2.0,1.0,4.0,8.0,1.0,0.0,6.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0
51,18000_1,"Indiana Super-county, Cluster 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,5.0,1.0,4.0,9.0,10.0,6.0,11.0,12.0,4.0,2.0,10.0,9.0,14.0,8.0,8.0,5.0,11.0,15.0,8.0,11.0,12.0,11.0,10.0,12.0,23.0,19.0,13.0,21.0,7.0,9.0,5.0,20.0,14.0,7.0,11.0,8.0,0.0,15.0,9.0,4.0,4.0,7.0,14.0,3.0,3.0,15.0,8.0,12.0,2.0,6.0,8.0,5.0,2.0,2.0,5.0,13.0,2.0,1.0,3.0,7.0,5.0,6.0,11.0,6.0,2.0,6.0,6.0,4.0,6.0,13.0,3.0,4.0,6.0,5.0,7.0,5.0,5.0,6.0,0.0,6.0,4.0,3.0,3.0,4.0,11.0,2.0,4.0,8.0,5.0,6.0,11.0,3.0,3.0,3.0,7.0,10.0,2.0,1.0,2.0,1.0,0.0
52,18089,Lake - Indiana - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,7.0,4.0,2.0,0.0,1.0,5.0,2.0,8.0,1.0,1.0,2.0,2.0,7.0,3.0,4.0,2.0,4.0,2.0,1.0,7.0,4.0,2.0,9.0,3.0,0.0,2.0,6.0,3.0,5.0,7.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,0.0,0.0,4.0,5.0,13.0,4.0,1.0,0.0,0.0,1.0,2.0,5.0,10.0,1.0,4.0,0.0,10.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
53,18097,Marion - Indiana - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,4.0,3.0,9.0,1.0,3.0,0.0,11.0,10.0,23.0,26.0,11.0,5.0,0.0,18.0,14.0,9.0,18.0,8.0,2.0,0.0,14.0,8.0,14.0,10.0,17.0,4.0,8.0,15.0,23.0,23.0,11.0,18.0,3.0,3.0,11.0,16.0,8.0,5.0,9.0,4.0,7.0,6.0,11.0,11.0,14.0,9.0,3.0,3.0,17.0,8.0,13.0,10.0,3.0,2.0,0.0,6.0,7.0,12.0,13.0,5.0,2.0,3.0,11.0,2.0,4.0,6.0,12.0,5.0,2.0,7.0,4.0,9.0,0.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0
54,19000_4,"Iowa Super-county, Cluster 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,6.0,1.0,7.0,2.0,5.0,3.0,4.0,8.0,10.0,4.0,3.0,3.0,0.0,10.0,6.0,1.0,8.0,2.0,8.0,5.0,9.0,9.0,7.0,5.0,6.0,2.0,1.0,6.0,14.0,4.0,6.0,5.0,4.0,0.0,7.0,12.0,3.0,4.0,1.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
55,19153,Polk - Iowa - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,9.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,9.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,14.0,2.0,0.0,4.0,3.0,3.0,5.0,2.0,1.0,7.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
56,20000_1,"Kansas Super-county, Cluster 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,8.0,6.0,4.0,4.0,4.0,6.0,2.0,2.0,7.0,7.0,6.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,9.0,3.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0
57,21000_0,"Kentucky Super-county, Cluster 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,3.0,1.0,2.0,5.0,12.0,3.0,2.0,9.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,9.0,2.0,5.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,10.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,5.0,0.0,3.0,2.0,5.0,3.0,2.0,2.0,0.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,9.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,2.0,0.0,0.0,3.0,6.0,2.0,3.0,4.0,0.0,1.0,0.0
58,21111,Jefferson - Kentucky - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,16.0,4.0,0.0,10.0,4.0,0.0,0.0,7.0,3.0,6.0,2.0,0.0,3.0,0.0,2.0,2.0,5.0,1.0,2.0,0.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,12.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,3.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
59,22000_0,"Louisiana Super-county, Cluster 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,7.0,1.0,2.0,6.0,11.0,6.0,9.0,14.0,14.0,10.0,5.0,20.0,15.0,13.0,14.0,20.0,9.0,9.0,33.0,17.0,16.0,14.0,15.0,5.0,5.0,32.0,12.0,19.0,19.0,13.0,4.0,12.0,21.0,14.0,16.0,11.0,10.0,8.0,5.0,21.0,18.0,15.0,8.0,13.0,6.0,10.0,12.0,17.0,6.0,12.0,9.0,4.0,3.0,10.0,8.0,11.0,0.0,0.0,22.0,3.0,5.0,10.0,8.0,7.0,5.0,1.0,2.0,21.0,12.0,4.0,10.0,3.0,2.0,1.0,5.0,5.0,10.0,2.0,4.0,3.0,0.0,10.0,11.0,0.0,8.0,6.0,1.0,7.0,12.0,8.0,4.0,13.0,0.0,2.0,1.0,8.0,9.0,9.0,7.0,0.0,6.0,6.0,11.0,11.0,6.0,6.0,5.0,4.0,2.0
60,22000_4,"Louisiana Super-county, Cluster 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,3.0,6.0,7.0,7.0,5.0,9.0,13.0,5.0,5.0,10.0,5.0,6.0,6.0,14.0,5.0,12.0,7.0,6.0,6.0,9.0,12.0,7.0,9.0,7.0,3.0,3.0,11.0,9.0,8.0,12.0,6.0,1.0,0.0,4.0,8.0,10.0,6.0,4.0,2.0,2.0,10.0,5.0,9.0,6.0,2.0,0.0,4.0,5.0,5.0,2.0,0.0,0.0,13.0,7.0,2.0,2.0,4.0,3.0,6.0,2.0,1.0,8.0,7.0,1.0,6.0,5.0,4.0,0.0,3.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,6.0,2.0,0.0,1.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,8.0,4.0,4.0,3.0,0.0,3.0,1.0,5.0,5.0,4.0,6.0,15.0,2.0,1.0
61,22017,Caddo - Louisiana - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,9.0,2.0,5.0,0.0,1.0,13.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,12.0,2.0,2.0,11.0,1.0,1.0,0.0,7.0,1.0,0.0,7.0,6.0,1.0,6.0,0.0,1.0,0.0,9.0,1.0,2.0,2.0,1.0,4.0,0.0,3.0,5.0,3.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,1.0,3.0,2.0,6.0,2.0,0.0,1.0,1.0,8.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
62,22033,East Baton Rouge - Louisiana - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,8.0,3.0,6.0,2.0,3.0,3.0,6.0,4.0,3.0,6.0,4.0,4.0,0.0,6.0,0.0,2.0,16.0,5.0,5.0,9.0,5.0,6.0,4.0,1.0,4.0,8.0,9.0,2.0,5.0,3.0,7.0,2.0,5.0,1.0,8.0,3.0,6.0,2.0,9.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
63,22051,Jefferson - Louisiana - US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,12.0,2.0,2.0,9.0,20.0,7.0,9.0,12.0,10.0,18.0,8.0,16.0,12.0,9.0,7.0,1.0,7.0,13.0,24.0,37.0,14.0,8.0,6.0,7.0,4.0,2.0,9.0,9.0,17.0,2.0,4.0,2.0,9.0,0.0,6.0,22.0,1.0,2.0,6.0,4.0,6.0,4.0,1.0,4.0,1.0,5.0,3.0,3.0,15.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
